long,lat,calle_nombre,calle_altura,direccion,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4709161605068,-34.582916901101,DONADO,1086,DONADO 1086,Villa Ortuzar,Comuna 15,1427,C1427CZF
-58.4709162002869,-34.5827906211969,DONADO,1094,DONADO 1094,Villa Ortuzar,Comuna 15,1427,C1427CZF
-58.4950763766349,-34.6445196931582,DONIZETTI,596,DONIZETTI 596,Villa Luro,Comuna 10,1407,C1407IEL
-58.4384814792271,-34.6002572619594,"DRAGO, LUIS MARIA",462,"DRAGO, LUIS MARIA 462",Villa Crespo,Comuna 15,1414,C1414AIJ
-58.4385747450035,-34.6001570408793,"DRAGO, LUIS MARIA",484,"DRAGO, LUIS MARIA 484",Villa Crespo,Comuna 15,1414,C1414AIJ
-58.4388643815506,-34.5737054621664,"DUMONT, SANTOS",2437,"DUMONT, SANTOS 2437",Palermo,Comuna 14,1426,C1426DCC
-58.5087209509768,-34.6386187257249,,13,DUPUY 13,,,,
-58.4169871619153,-34.6568686439162,ECHAURI,1523,ECHAURI 1523,Nueva Pompeya,Comuna 4,1437,C1437FWA
-58.4556137482047,-34.5627703591548,ECHEVERRIA,2387,ECHEVERRIA 2387,Belgrano,Comuna 13,1428,C1428DRO
-58.4556512374647,-34.5627923765008,ECHEVERRIA,2391,ECHEVERRIA 2391,Belgrano,Comuna 13,1428,C1428DRO
-58.4561479474228,-34.563196337828,ECHEVERRIA,2420,ECHEVERRIA 2420,Belgrano,Comuna 13,1428,C1428DRR
-58.4561985462806,-34.5632260685003,ECHEVERRIA,2424,ECHEVERRIA 2424,Belgrano,Comuna 13,1428,C1428DRR
-58.4808661993043,-34.5787788257376,ECHEVERRIA,5035,ECHEVERRIA 5035,Villa Urquiza,Comuna 12,1431,C1431CMK
-58.4028626069158,-34.5921767255248,ECUADOR,1600,ECUADOR 1600,Recoleta,Comuna 2,1425,C1425EUJ
-58.4083359886058,-34.6054976288735,ECUADOR,392,ECUADOR 392,Balvanera,Comuna 3,1214,C1214ACD
-58.4079723637452,-34.604594858626,ECUADOR,488,ECUADOR 488,Balvanera,Comuna 3,1214,C1214ACF
-58.4075037134712,-34.6031564819753,ECUADOR,594,ECUADOR 594,Balvanera,Comuna 3,1214,C1214ACH
-58.4210625703023,-34.5928259799201,EL SALVADOR,4110,EL SALVADOR 4110,Palermo,Comuna 14,1175,C1175ACH
-58.4235834935256,-34.5920448203032,EL SALVADOR,4318,EL SALVADOR 4318,Palermo,Comuna 14,1414,C1414BPD
-58.4341469666834,-34.584476843954,EL SALVADOR,5454,EL SALVADOR 5454,Palermo,Comuna 14,1414,C1414BQB
-58.4600060786876,-34.5746402523082,ELCANO AV.,3335,ELCANO AV. 3335,Colegiales,Comuna 13,1426,C1426EJE
-58.4601052874533,-34.5777966848225,ELCANO AV.,3581,ELCANO AV. 3581,Colegiales,Comuna 13,1426,C1426EJG
-58.4606123504192,-34.581614953057,ELCANO AV.,3885,ELCANO AV. 3885,Villa Ortuzar,Comuna 15,1427,C1427CHC
-58.4585751335874,-34.5717727581769,ELCANO AV.,3076,ELCANO AV. 3076,Colegiales,Comuna 13,1426,C1426EJO
-58.4594767490176,-34.57298785668,ELCANO AV.,3183,ELCANO AV. 3183,Colegiales,Comuna 13,1426,C1426EJC
-58.459826844952,-34.5739226379576,ELCANO AV.,3283,ELCANO AV. 3283,Colegiales,Comuna 13,1426,C1426EJD
-58.4600063900064,-34.5746517421556,ELCANO AV.,3337,ELCANO AV. 3337,Colegiales,Comuna 13,1426,C1426EJE
-58.4599680056083,-34.5765093893297,ELCANO AV.,3485,ELCANO AV. 3485,Colegiales,Comuna 13,1426,C1426EJF
-58.4601170545241,-34.5778733395578,ELCANO AV.,3585,ELCANO AV. 3585,Colegiales,Comuna 13,1426,C1426EJG
-58.4606063760321,-34.5793774416289,ELCANO AV.,3675,ELCANO AV. 3675,Villa Ortuzar,Comuna 15,1427,C1427CHA
-58.4809122724182,-34.5991372139777,EMPEDRADO,2316,EMPEDRADO 2316,Villa Del Parque,Comuna 11,1417,C1417GIB
-58.4809278649182,-34.5991635265773,EMPEDRADO,2320,EMPEDRADO 2320,Villa Del Parque,Comuna 11,1417,C1417GIB
-58.478749077905,-34.6333626818513,,10,ENSENADA 10,,,,
-58.4785756144888,-34.6155620699336,"ESCALADA DE SAN MARTIN, R.",2927,"ESCALADA DE SAN MARTIN, R. 2927",Villa Santa Rita,Comuna 11,1416,C1416CWS
-58.413132786331,-34.6110237451885,,15,ESPARZA 15,,,,
-58.4524114207846,-34.6104113577809,ESPINOSA,1109,ESPINOSA 1109,Caballito,Comuna 6,1416,C1416CEA
-58.4576014696077,-34.6034401607533,ESPINOSA,1811,ESPINOSA 1811,Villa Crespo,Comuna 15,1416,C1416CEO
-58.4247402476658,-34.5969870904904,ESTADO DE PALESTINA,1143,ESTADO DE PALESTINA 1143,Palermo,Comuna 14,1182,C1182ADM
-58.4256518832715,-34.6024028715038,ESTADO DE PALESTINA,720,ESTADO DE PALESTINA 720,Almagro,Comuna 5,1182,C1182ADF
-58.4702863904809,-34.6188406830478,ESTADO PLURINACIONAL DE BOLIVIA,1088,ESTADO PLURINACIONAL DE BOLIVIA 1088,Flores,Comuna 7,1406,C1406ADT
-58.4876761140145,-34.597745721122,ESTADO PLURINACIONAL DE BOLIVIA,3168,ESTADO PLURINACIONAL DE BOLIVIA 3168,Villa Del Parque,Comuna 11,1417,C1417DDF
-58.3886203311027,-34.6188116404224,ESTADOS UNIDOS,1587,ESTADOS UNIDOS 1587,Constitucion,Comuna 1,1101,C1101ABE
-58.4028791232053,-34.6198435286451,ESTADOS UNIDOS,2674,ESTADOS UNIDOS 2674,San Cristobal,Comuna 3,1227,C1227ABR
-58.4034245346164,-34.6199158794251,ESTADOS UNIDOS,2712,ESTADOS UNIDOS 2712,San Cristobal,Comuna 3,1227,C1227ABT
-58.3714496093637,-34.618510696964,ESTADOS UNIDOS,390,ESTADOS UNIDOS 390,San Telmo,Comuna 1,1101,C1101AAH
-58.4271796975266,-34.6236078484234,ESTADOS UNIDOS,4376,ESTADOS UNIDOS 4376,Boedo,Comuna 5,1228,C1228ACB
-58.3728057672403,-34.6185367305091,ESTADOS UNIDOS,488,ESTADOS UNIDOS 488,San Telmo,Comuna 1,1101,C1101AAJ
-58.375633468721,-34.6185808750644,ESTADOS UNIDOS,690,ESTADOS UNIDOS 690,San Telmo,Comuna 1,1101,C1101AAN
-58.3770677513869,-34.6185169433456,ESTADOS UNIDOS,793,ESTADOS UNIDOS 793,San Telmo,Comuna 1,1101,C1101AAO
-58.4647087465495,-34.5785875499862,ESTOMBA,1300,ESTOMBA 1300,Villa Ortuzar,Comuna 15,1427,C1427CPD
-58.4649123510273,-34.5842361336454,ESTOMBA,770,ESTOMBA 770,Villa Ortuzar,Comuna 15,1427,C1427COR
-58.5151120970581,-34.5900757875235,"FAGNANO, JOSE AV.",3690,"FAGNANO, JOSE AV. 3690",Villa Devoto,Comuna 11,1419,C1419FAO
-58.5151430569306,-34.5901209302748,"FAGNANO, JOSE AV.",3692,"FAGNANO, JOSE AV. 3692",Villa Devoto,Comuna 11,1419,C1419FAO
-58.3899729120227,-34.6268220956698,FILIBERTO,1725,FILIBERTO 1725,Constitucion,Comuna 1,,
-58.3910696074455,-34.6270718022375,FILIBERTO,1800,FILIBERTO 1800,Constitucion,Comuna 1,1134,C1134ABB
-58.4289669919286,-34.5776550131575,FITZ ROY,2490,FITZ ROY 2490,Palermo,Comuna 14,1425,C1425FVH
-58.4288483926733,-34.5775512923666,FITZ ROY,2498,FITZ ROY 2498,Palermo,Comuna 14,1425,C1425FVH
-58.4376554673857,-34.6165045659026,"FLORES, VENANCIO, GRAL.",515,"FLORES, VENANCIO, GRAL. 515",Caballito,Comuna 6,1405,C1405CGK
-58.5015301529857,-34.6502706855014,FONROUGE,1276,FONROUGE 1276,Mataderos,Comuna 9,1440,C1440CYJ
-58.4862167328097,-34.6621834986123,FONROUGE,2654,FONROUGE 2654,Mataderos,Comuna 9,1440,C1440CZL
-58.4529639497066,-34.5861544581219,FOREST AV.,491,FOREST AV. 491,Chacarita,Comuna 15,1427,C1427CEB
-58.4519348991352,-34.58728144474,FOREST AV.,389,FOREST AV. 389,Chacarita,Comuna 15,1427,C1427CEA
-58.4528810552315,-34.5862457318071,FOREST AV.,481,FOREST AV. 481,Chacarita,Comuna 15,1427,C1427CEB
-58.4537806888163,-34.5853854274007,FOREST AV.,579,FOREST AV. 579,Chacarita,Comuna 15,1427,C1427CEC
-58.4546085331694,-34.5843516562953,FOREST AV.,679,FOREST AV. 679,Chacarita,Comuna 15,1427,C1427CED
-58.4602905676947,-34.5830058966723,FRAGA,1180,FRAGA 1180,Chacarita,Comuna 15,1427,C1427BTX
-58.46067228862,-34.5829828220982,FRAGA,1202,FRAGA 1202,Villa Ortuzar,Comuna 15,1427,C1427BTZ
-58.469257194689,-34.5827338521068,FRAGA,1886,FRAGA 1886,Villa Ortuzar,Comuna 15,1427,C1427BUL
-58.4536491499109,-34.5842089784639,FRAGA,717,FRAGA 717,Chacarita,Comuna 15,1427,C1427BTO
-58.459960215961,-34.6048162477862,FRAGATA PRES. SARMIENTO,1840,FRAGATA PRES. SARMIENTO 1840,Villa Gral. Mitre,Comuna 11,1416,C1416CBP
-58.4599041009009,-34.6046686317282,FRAGATA PRES. SARMIENTO,1849,FRAGATA PRES. SARMIENTO 1849,Villa Gral. Mitre,Comuna 11,1416,C1416CBO
-58.4549385230317,-34.6117985799374,FRAGATA PRES. SARMIENTO,1108,FRAGATA PRES. SARMIENTO 1108,Caballito,Comuna 6,1416,C1416CBB
-58.4601815969053,-34.604369643767,FRAGATA PRES. SARMIENTO,1892,FRAGATA PRES. SARMIENTO 1892,Villa Gral. Mitre,Comuna 11,1416,C1416CBP
-58.4599812380848,-34.603762069081,FRAGATA PRES. SARMIENTO,1916,FRAGATA PRES. SARMIENTO 1916,Paternal,Comuna 15,1416,C1416CBR
-58.459828035844,-34.6036772263133,FRAGATA PRES. SARMIENTO,1925,FRAGATA PRES. SARMIENTO 1925,Paternal,Comuna 15,1416,C1416CBQ
-58.4686914744889,-34.6179255376687,FRAY CAYETANO RODRIGUEZ,1182,FRAY CAYETANO RODRIGUEZ 1182,Flores,Comuna 7,1406,C1406AWT
-58.4246392429237,-34.579491773684,FRAY JUSTO SANTAMARIA DE ORO,2490,FRAY JUSTO SANTAMARIA DE ORO 2490,Palermo,Comuna 14,1425,C1425FOJ
-58.424543838316,-34.5793875736996,FRAY JUSTO SANTAMARIA DE ORO,2498,FRAY JUSTO SANTAMARIA DE ORO 2498,Palermo,Comuna 14,1425,C1425FOJ
-58.4579895363698,-34.6269384998702,,10,FRAY LUIS BELTRAN 10,,,,
-58.4491480913429,-34.5768390603384,"FREIRE, RAMON, CAP. GRAL.",711,"FREIRE, RAMON, CAP. GRAL. 711",Colegiales,Comuna 13,1426,C1426AVO
-58.397979717511,-34.5916272175457,FRENCH,2290,FRENCH 2290,Recoleta,Comuna 2,1125,C1125AAD
-58.3991026191167,-34.5909877798805,FRENCH,2396,FRENCH 2396,Recoleta,Comuna 2,1125,C1125AAF
-58.4008468460696,-34.5899621630753,FRENCH,2590,FRENCH 2590,Recoleta,Comuna 2,1425,C1425AWB
-58.402969799694,-34.5887263009333,FRENCH,2790,FRENCH 2790,Recoleta,Comuna 2,1425,C1425AWF
-58.4054264629568,-34.5872934568507,FRENCH,2996,FRENCH 2996,Recoleta,Comuna 2,1425,C1425AWJ
-58.4065238690806,-34.586469325215,FRENCH,3100,FRENCH 3100,Recoleta,Comuna 2,1425,C1425AWL
-58.4338695700945,-34.6018367176797,"FRIAS, EUSTOQUIO, TTE. GENERAL",376,"FRIAS, EUSTOQUIO, TTE. GENERAL 376",Villa Crespo,Comuna 15,1414,C1414DVH
-58.4464670439737,-34.6081021800517,"GAINZA, MARTIN DE, GRAL.",1091,"GAINZA, MARTIN DE, GRAL. 1091",Caballito,Comuna 6,1405,C1405AKS
-58.445235218728,-34.6219058150411,,23,"GAINZA, MARTIN DE, GRAL. 23",,,,
-58.4754550168599,-34.6183066878347,GALICIA,2888,GALICIA 2888,Villa Santa Rita,Comuna 11,1416,C1416DHV
-58.4763341354962,-34.618766380472,GALICIA,2940,GALICIA 2940,Villa Santa Rita,Comuna 11,1416,C1416DHX
-58.5242469560872,-34.6341593444602,GALLARDO,409,GALLARDO 409,Versalles,Comuna 10,1408,C1408BSG
-58.4089174884796,-34.5915184575764,GALLO,1634,GALLO 1634,Recoleta,Comuna 2,1425,C1425EFJ
-58.4130471191655,-34.6038063724666,GALLO,439,GALLO 439,Balvanera,Comuna 3,1172,C1172ABI
-58.4764862826972,-34.583294289489,GAMARRA,1488,GAMARRA 1488,Parque Chas,Comuna 15,1427,C1427AYH
-58.3714666407125,-34.6241688738791,"GARAY, JUAN DE AV.",423,"GARAY, JUAN DE AV. 423",San Telmo,Comuna 1,1153,C1153ABC
-58.3743338825475,-34.6245458796128,"GARAY, JUAN DE AV.",612,"GARAY, JUAN DE AV. 612",San Telmo,Comuna 1,1153,C1153ABR
-58.4019127208096,-34.6288735871365,"GARAY, JUAN DE AV.",2664,"GARAY, JUAN DE AV. 2664",Parque Patricios,Comuna 4,1256,C1256AAV
-58.376920811169,-34.625278800411,"GARAY, JUAN DE AV.",810,"GARAY, JUAN DE AV. 810",Constitucion,Comuna 1,1153,C1153ABT
-58.4686099314701,-34.5485897366265,GARCIA DEL RIO AV.,2402,GARCIA DEL RIO AV. 2402,Saavedra,Comuna 12,1429,C1429DEN
-58.4689232488773,-34.5482916771394,GARCIA DEL RIO AV.,2415,GARCIA DEL RIO AV. 2415,Saavedra,Comuna 12,1429,C1429DEA
-58.4444741856856,-34.6216239397762,,8,"GARCIA LORCA, FEDERICO 8",,,,
-58.4657800184832,-34.6023822827615,"GARCIA, JUAN AGUSTIN",1581,"GARCIA, JUAN AGUSTIN 1581",Paternal,Comuna 15,1416,C1416EKK
-58.4665077956214,-34.6027849357443,"GARCIA, JUAN AGUSTIN",1666,"GARCIA, JUAN AGUSTIN 1666",Villa Gral. Mitre,Comuna 11,1416,C1416EKN
-58.48183591688,-34.6102667300454,"GARCIA, JUAN AGUSTIN",2884,"GARCIA, JUAN AGUSTIN 2884",Villa Santa Rita,Comuna 11,1416,C1416ELL
-58.5070877999501,-34.6273541863043,"GARCIA, JUAN AGUSTIN",5285,"GARCIA, JUAN AGUSTIN 5285",Monte Castro,Comuna 10,1407,C1407FXM
-58.513541260081,-34.6331834535922,"GARCIA, JUAN AGUSTIN",5992,"GARCIA, JUAN AGUSTIN 5992",Versalles,Comuna 10,1408,C1408CID
-58.4407034724185,-34.5640860833584,"GARCIA, TEODORO",1828,"GARCIA, TEODORO 1828",Palermo,Comuna 14,1426,C1426DMF
-58.4230634758146,-34.5961635295814,GASCON,1213,GASCON 1213,Palermo,Comuna 14,1181,C1181ACW
-58.4227813474949,-34.5939386836482,GASCON,1417,GASCON 1417,Palermo,Comuna 14,1181,C1181ADA
-58.4227067692754,-34.5924662857621,GASCON,1536,GASCON 1536,Palermo,Comuna 14,1181,C1181ADD
-58.4224317645899,-34.5912192781225,GASCON,1615,GASCON 1615,Palermo,Comuna 14,1414,C1414DWA
-58.4224010816596,-34.5900960683715,GASCON,1716,GASCON 1716,Palermo,Comuna 14,1414,C1414DWD
-58.4232799132242,-34.5974729895174,GASCON,1111,GASCON 1111,Palermo,Comuna 14,1181,C1181ACU
-58.4599884157183,-34.6278109787261,,8,GAVILAN 8,,,,
-58.4688938970533,-34.6121117058831,GAVILAN,1594,GAVILAN 1594,Villa Gral. Mitre,Comuna 11,1416,C1416ACH
-58.4217238440494,-34.6102596279545,"GIANANTONIO, CARLOS A. DR.",3915,"GIANANTONIO, CARLOS A. DR. 3915",Almagro,Comuna 5,1202,C1202ABA
-58.437552521978,-34.61918816329,,44,"GIMENEZ, ANGEL M. 44",,,,
-58.4752391237702,-34.5797079355528,GIRIBONE,2395,GIRIBONE 2395,Villa Ortuzar,Comuna 15,1431,C1431CVC
-58.4519556792431,-34.5815774620964,GIRIBONE,635,GIRIBONE 635,Chacarita,Comuna 15,1427,C1427CAA
-58.4368320541925,-34.589463362351,GODOY CRUZ,1411,GODOY CRUZ 1411,Palermo,Comuna 14,1414,C1414CYE
-58.4262111437285,-34.5798346003717,GODOY CRUZ,2600,GODOY CRUZ 2600,Palermo,Comuna 14,1425,C1425FQH
-58.4252056394762,-34.5785253635445,GODOY CRUZ,2702,GODOY CRUZ 2702,Palermo,Comuna 14,1425,C1425FQL
-58.4250605670666,-34.578366763533,GODOY CRUZ,2710,GODOY CRUZ 2710,Palermo,Comuna 14,1425,C1425FQL
-58.4044324658327,-34.6056416489539,"GOMEZ, VALENTIN",2694,"GOMEZ, VALENTIN 2694",Balvanera,Comuna 3,1046,C1046ABB
-58.4054882109695,-34.6056410596176,"GOMEZ, VALENTIN",2792,"GOMEZ, VALENTIN 2792",Balvanera,Comuna 3,1046,C1046ABD
-58.4068259552417,-34.6054242959003,"GOMEZ, VALENTIN",2890,"GOMEZ, VALENTIN 2890",Balvanera,Comuna 3,1191,C1191AAB
-58.4079269398927,-34.6054135595372,"GOMEZ, VALENTIN",2988,"GOMEZ, VALENTIN 2988",Balvanera,Comuna 3,1191,C1191AAD
-58.4106414809449,-34.6051731632459,"GOMEZ, VALENTIN",3196,"GOMEZ, VALENTIN 3196",Balvanera,Comuna 3,1191,C1191AAH
-58.4118014926679,-34.6051575096379,"GOMEZ, VALENTIN",3276,"GOMEZ, VALENTIN 3276",Balvanera,Comuna 3,1191,C1191AAJ
-58.4832399937594,-34.6095445020646,"GONZALEZ, ELPIDIO",2911,"GONZALEZ, ELPIDIO 2911",Villa Santa Rita,Comuna 11,1416,C1416EQE
-58.508497835874,-34.6270418420061,"GONZALEZ, ELPIDIO",5210,"GONZALEZ, ELPIDIO 5210",Villa Luro,Comuna 10,1407,C1407GBN
-58.4831010830328,-34.624410438254,"GONZALEZ, JOAQUIN V.",878,"GONZALEZ, JOAQUIN V. 878",Floresta,Comuna 10,1407,C1407CZP
-58.4808431131897,-34.6289098899539,"GONZALEZ, JOAQUIN V.",390,"GONZALEZ, JOAQUIN V. 390",Floresta,Comuna 10,1407,C1407CZF
-58.4826630967759,-34.6249399314572,"GONZALEZ, JOAQUIN V.",786,"GONZALEZ, JOAQUIN V. 786",Floresta,Comuna 10,1407,C1407CZN
-58.5089512963224,-34.6564683111999,"GORDILLO, TIMOTEO",1876,"GORDILLO, TIMOTEO 1876",Mataderos,Comuna 9,1440,C1440EEL
-58.4727571299745,-34.6856774615901,"GORDILLO, TIMOTEO",4918,"GORDILLO, TIMOTEO 4918",Villa Riachuelo,Comuna 8,1439,C1439GJN
-58.4375205909394,-34.5667091060305,GOROSTIAGA,1776,GOROSTIAGA 1776,Palermo,Comuna 14,1426,C1426CTF
-58.4379005921134,-34.5670294989018,GOROSTIAGA,1835,GOROSTIAGA 1835,Palermo,Comuna 14,1426,C1426CTG
-58.4379005921134,-34.5670294989018,GOROSTIAGA,1837,GOROSTIAGA 1837,Palermo,Comuna 14,1426,C1426CTG
-58.4424136143799,-34.5705033115813,GOROSTIAGA,2354,GOROSTIAGA 2354,Palermo,Comuna 14,1426,C1426CTR
-58.4424878410798,-34.5705693612231,GOROSTIAGA,2366,GOROSTIAGA 2366,Palermo,Comuna 14,1426,C1426CTR
-58.4227472716076,-34.5953597714955,GORRITI,4092,GORRITI 4092,Palermo,Comuna 14,1172,C1172ACN
-58.4361364470899,-34.5857919274798,GORRITI,5488,GORRITI 5488,Palermo,Comuna 14,1414,C1414BKB
-58.4919600802933,-34.627311771106,GOYA,917,GOYA 917,Velez Sarsfield,Comuna 10,1407,C1407AQQ
-58.458942432426,-34.6272834126934,,5,GRANADEROS 5,,,,
-58.4610688736533,-34.6231696333048,GRANADEROS,395,GRANADEROS 395,Flores,Comuna 7,1406,C1406BDE
-58.4160522237583,-34.6485060684457,GRITO DE ASENCIO,3888,GRITO DE ASENCIO 3888,Nueva Pompeya,Comuna 4,1437,C1437IMP
-58.4160302262285,-34.6485092467845,GRITO DE ASENCIO,3886,GRITO DE ASENCIO 3886,Nueva Pompeya,Comuna 4,1437,C1437IMP
-58.514330635846,-34.5910622538077,GRIVEO,3707,GRIVEO 3707,Villa Devoto,Comuna 11,1419,C1419EWE
-58.5143602005546,-34.5910803269711,GRIVEO,3709,GRIVEO 3709,Villa Devoto,Comuna 11,1419,C1419EWE
-58.3704833130062,-34.6326520775799,GUALEGUAY,1201,GUALEGUAY 1201,Barracas,Comuna 4,1265,C1265AAA
-58.3706046371046,-34.6326597091442,GUALEGUAY,1225,GUALEGUAY 1225,Barracas,Comuna 4,1265,C1265AAA
-58.364657169572,-34.6291775961259,GUALEGUAY,381,GUALEGUAY 381,Boca,Comuna 4,1157,C1157AFA
-58.4843231772112,-34.6341903744221,,10,GUALEGUAYCHU 10,,,,
-58.5101439041511,-34.6053310141849,GUALEGUAYCHU,3281,GUALEGUAYCHU 3281,Villa Devoto,Comuna 11,1417,C1417AYY
-58.4884276368327,-34.6261461773241,GUALEGUAYCHU,900,GUALEGUAYCHU 900,Floresta,Comuna 10,1407,C1407AKR
-58.4773728260113,-34.687240470321,GUAMINI,4896,GUAMINI 4896,Villa Riachuelo,Comuna 8,1439,C1439HAH
-58.4763381328978,-34.6880276636748,GUAMINI,4982,GUAMINI 4982,Villa Riachuelo,Comuna 8,1439,C1439HAJ
-58.4794065722984,-34.658122609538,GUARDIA NACIONAL,2300,GUARDIA NACIONAL 2300,Mataderos,Comuna 9,1440,C1440DUL
-58.4957206001574,-34.6459434625151,GUARDIA NACIONAL,929,GUARDIA NACIONAL 929,Mataderos,Comuna 9,1440,C1440DTK
-58.4305956829258,-34.5815130994634,GUATEMALA,5416,GUATEMALA 5416,Palermo,Comuna 14,1425,C1425BVF
-58.4285727347614,-34.6194986326584,,6,GUAYAQUIL 6,,,,
-58.4649790653782,-34.5527162724293,GUAYRA,2398,GUAYRA 2398,Nu\u00f1ez,Comuna 13,1429,C1429CJH
-58.4110178224048,-34.5905225553422,GUEMES,3280,GUEMES 3280,Recoleta,Comuna 2,1425,C1425BKH
-58.4123298194096,-34.5896704114698,GUEMES,3428,GUEMES 3428,Palermo,Comuna 14,1425,C1425BKL
-58.413869170913,-34.588665125108,GUEMES,3622,GUEMES 3622,Palermo,Comuna 14,1425,C1425BKP
-58.4154399555184,-34.5875637310042,GUEMES,3778,GUEMES 3778,Palermo,Comuna 14,1425,C1425BKR
-58.4155081229974,-34.587514639461,GUEMES,3782,GUEMES 3782,Palermo,Comuna 14,1425,C1425BKR
-58.4184259998556,-34.5854105804364,GUEMES,4096,GUEMES 4096,Palermo,Comuna 14,1425,C1425BKX
-58.4227853554155,-34.5822640340911,GUEMES,4484,GUEMES 4484,Palermo,Comuna 14,1425,C1425BLF
-58.4608947250515,-34.5839960457805,GUEVARA,1211,GUEVARA 1211,Villa Ortuzar,Comuna 15,1427,C1427BSE
-58.4647443988549,-34.583960354688,GUEVARA,1500,GUEVARA 1500,Villa Ortuzar,Comuna 15,1427,C1427BSJ
-58.3888107427821,-34.5908923915303,GUIDO,1699,GUIDO 1699,Recoleta,Comuna 2,1016,C1016AAC
-58.3898363492798,-34.5900602982432,GUIDO,1799,GUIDO 1799,Recoleta,Comuna 2,1016,C1016AAE
-58.3908516697372,-34.5893419857847,GUIDO,1890,GUIDO 1890,Recoleta,Comuna 2,1119,C1119AAB
-58.3909115262104,-34.5892932366444,GUIDO,1900,GUIDO 1900,Recoleta,Comuna 2,1119,C1119AAB
-58.3948107967885,-34.5865606835352,GUIDO,2400,GUIDO 2400,Recoleta,Comuna 2,1119,C1119ABB
-58.4352462826589,-34.5931365770941,GURRUCHAGA,1080,GURRUCHAGA 1080,Villa Crespo,Comuna 15,1414,C1414DHV
-58.4338245039057,-34.5922394202897,GURRUCHAGA,1192,GURRUCHAGA 1192,Villa Crespo,Comuna 15,1414,C1414DHX
-58.4418484757302,-34.597453349857,GURRUCHAGA,487,GURRUCHAGA 487,Villa Crespo,Comuna 15,1414,C1414DHI
-58.4373377220248,-34.5944582543777,GURRUCHAGA,884,GURRUCHAGA 884,Villa Crespo,Comuna 15,1414,C1414DHR
-58.4363233027043,-34.5938177509739,GURRUCHAGA,984,GURRUCHAGA 984,Villa Crespo,Comuna 15,1414,C1414DHT
-58.4138275041877,-34.5806894722575,"GUTIERREZ, JUAN MARIA",3809,"GUTIERREZ, JUAN MARIA 3809",Palermo,Comuna 14,1425,C1425ARC
-58.4139093586895,-34.5806640175288,"GUTIERREZ, JUAN MARIA",3821,"GUTIERREZ, JUAN MARIA 3821",Palermo,Comuna 14,1425,C1425ARC
-58.414692616074,-34.5804198713507,"GUTIERREZ, JUAN MARIA",3909,"GUTIERREZ, JUAN MARIA 3909",Palermo,Comuna 14,1425,C1425ARE
-58.4147180555742,-34.5804119594485,"GUTIERREZ, JUAN MARIA",3911,"GUTIERREZ, JUAN MARIA 3911",Palermo,Comuna 14,1425,C1425ARE
-58.5058029691107,-34.5931156107444,HABANA,3373,HABANA 3373,Villa Devoto,Comuna 11,1419,C1419GPY
-58.5066525847969,-34.5936371752065,HABANA,3421,HABANA 3421,Villa Devoto,Comuna 11,1419,C1419GQA
-58.4724441303622,-34.6312096549051,,11,HELGUERA 11,,,,
-58.4785268961515,-34.6196630865205,HELGUERA,1108,HELGUERA 1108,Villa Santa Rita,Comuna 11,1416,C1416BBF
-58.473876103624,-34.6280884609519,HELGUERA,305,HELGUERA 305,Flores,Comuna 7,1406,C1406APE
-58.4966471353014,-34.5970582824537,HELGUERA,3484,HELGUERA 3484,Villa Del Parque,Comuna 11,1417,C1417CRJ
-58.4970192494189,-34.5964455565025,HELGUERA,3521,HELGUERA 3521,Agronomia,Comuna 15,1419,C1419CTA
-58.4749507805697,-34.6257311298415,HELGUERA,505,HELGUERA 505,Flores,Comuna 7,1406,C1406API
-58.4762880334403,-34.6227619532383,HELGUERA,813,HELGUERA 813,Flores,Comuna 7,1406,C1406APO
-58.4769132219082,-34.6216815560688,HELGUERA,916,HELGUERA 916,Villa Santa Rita,Comuna 11,1416,C1416BBB
-58.4537892724108,-34.5657635951471,"HERNANDEZ, JOSE",2405,"HERNANDEZ, JOSE 2405",Belgrano,Comuna 13,1426,C1426EOQ
-58.4416513092306,-34.6081633399905,HIDALGO,958,HIDALGO 958,Caballito,Comuna 6,1405,C1405BCP
-58.4933541430431,-34.644388321364,HOMERO,625,HOMERO 625,Parque Avellaneda,Comuna 9,1407,C1407IFM
-58.4214308228593,-34.5942373388601,HONDURAS AV.,4120,HONDURAS AV. 4120,Palermo,Comuna 14,1180,C1180ACJ
-58.4340117263061,-34.5860287158855,HONDURAS,5450,HONDURAS 5450,Palermo,Comuna 14,1414,C1414BNB
-58.3917998388402,-34.621527912786,HUMBERTO 1°,1805,HUMBERTO 1° 1805,San Cristobal,Comuna 3,1229,C1229AAA
-58.4019235793655,-34.6224214894075,HUMBERTO 1°,2650,HUMBERTO 1° 2650,San Cristobal,Comuna 3,1231,C1231ACB
-58.4028482181566,-34.6224597718844,HUMBERTO 1°,2715,HUMBERTO 1° 2715,San Cristobal,Comuna 3,1231,C1231ACC
-58.3700942510489,-34.6206723646811,HUMBERTO 1°,309,HUMBERTO 1° 309,San Telmo,Comuna 1,1103,C1103ACG
-58.3730261082031,-34.6206927506762,HUMBERTO 1°,507,HUMBERTO 1° 507,San Telmo,Comuna 1,1103,C1103ACK
-58.3740425158932,-34.6207209622689,HUMBERTO 1°,599,HUMBERTO 1° 599,San Telmo,Comuna 1,1103,C1103ACK
