long,lat,objectid,clave_vere,numero_ord,clave_vado,origendato
-58.4395044879217,-34.5916064105315,2298,031-058-006B-12145-1,1,031-058-006B-12145-1-1,VueloFotogrametrico
-58.4394950558339,-34.5915607270492,2299,031-058-006B-12145-1,2,031-058-006B-12145-1-2,VueloFotogrametrico
-58.4390745193018,-34.5920389421896,2300,031-058-009F-22010-1,1,031-058-009F-22010-1-1,VueloFotogrametrico
-58.4391266928121,-34.5920270109704,2301,031-058-009F-22010-1,2,031-058-009F-22010-1-2,VueloFotogrametrico
-58.4396824373173,-34.589766391028,2302,031-059-001-3094-1,1,031-059-001-3094-1-1,VueloFotogrametrico
-58.4886596056445,-34.6464158383108,51299,062-170-006-24006-1,1,062-170-006-24006-1-1,VueloFotogrametrico
-58.4897887749178,-34.6463838015451,51300,062-171-001A-2117-1,1,062-171-001A-2117-1-1,VueloFotogrametrico
-58.4898278329563,-34.6463358418657,51301,062-171-001A-2117-1,2,062-171-001A-2117-1-2,VueloFotogrametrico
-58.4909701080104,-34.6461163989451,51302,062-171-002-2117-1,1,062-171-002-2117-1-1,VueloFotogrametrico
-58.4902092996985,-34.6467395789926,51303,062-171-004-19064-1,1,062-171-004-19064-1-1,VueloFotogrametrico
-58.4901657615584,-34.6467365215329,51304,062-171-004-19064-1,2,062-171-004-19064-1-2,VueloFotogrametrico
-58.4904799550042,-34.645034304834,51305,062-172-001-24006-1,1,062-172-001-24006-1-1,VueloFotogrametrico
-58.4904249896699,-34.6450280964756,51306,062-172-001-24006-1,2,062-172-001-24006-1-2,VueloFotogrametrico
-58.4912635943896,-34.6458001401868,51307,062-172-010-21012-1,1,062-172-010-21012-1-1,VueloFotogrametrico
-58.4912611868599,-34.6457568296879,51308,062-172-010-21012-1,2,062-172-010-21012-1-2,VueloFotogrametrico
-58.4897210340824,-34.6462338266074,51309,062-172-025A-2117-1,1,062-172-025A-2117-1-1,VueloFotogrametrico
-58.4895655712974,-34.6462267244293,51310,062-172-025B-19064-1,1,062-172-025B-19064-1-1,VueloFotogrametrico
-58.489274094192,-34.645950157836,51311,062-172-028-24006-1,1,062-172-028-24006-1-1,VueloFotogrametrico
-58.4892821402116,-34.6459147814093,51312,062-172-028-24006-1,2,062-172-028-24006-1-2,VueloFotogrametrico
-58.4915927288863,-34.6441587748861,51313,062-173-001-2108-1,1,062-173-001-2108-1-1,VueloFotogrametrico
-58.491533964468,-34.6441541279963,51314,062-173-001-2108-1,2,062-173-001-2108-1-2,VueloFotogrametrico
-58.4924880996609,-34.6449467449755,51315,062-173-012-2108-1,1,062-173-012-2108-1-1,VueloFotogrametrico
-58.4924757193357,-34.6448917282516,51316,062-173-012-2108-1,2,062-173-012-2108-1-2,VueloFotogrametrico
-58.4914627903104,-34.645759684822,51317,062-173-024B-8019-1,1,062-173-024B-8019-1-1,VueloFotogrametrico
-58.4913621270336,-34.6457338799811,51318,062-173-024B-8019-1,2,062-173-024B-8019-1-2,VueloFotogrametrico
-58.4905499453459,-34.6449686301689,51319,062-173-035-21012-1,1,062-173-035-21012-1-1,VueloFotogrametrico
-58.4812914080728,-34.6557557705084,51033,062-142-011-13111-1,2,062-142-011-13111-1-2,VueloFotogrametrico
-58.4801501282946,-34.6566749591886,51034,062-142-026-10016-1,1,062-142-026-10016-1-1,VueloFotogrametrico
-58.4797156174494,-34.6562457794274,51035,062-142-031-16017-1,1,062-142-031-16017-1-1,VueloFotogrametrico
-58.4625325185176,-34.5670062686444,76681,039-047B-000B-5007-1,1,039-047B-000B-5007-1-1,VueloFotogrametrico
-58.4626020312068,-34.5669949889479,76682,039-047B-000B-5007-1,2,039-047B-000B-5007-1-2,VueloFotogrametrico
-58.4633531297907,-34.5660657952879,76683,039-048-001A-10017-1,1,039-048-001A-10017-1-1,VueloFotogrametrico
-58.4634112903789,-34.5660598495783,76684,039-048-001A-10017-1,2,039-048-001A-10017-1-2,VueloFotogrametrico
-58.4643026734956,-34.5666203943245,76685,039-048-004B-10017-1,1,039-048-004B-10017-1-1,VueloFotogrametrico
-58.4642904850942,-34.5665850989472,76686,039-048-004B-10017-1,2,039-048-004B-10017-1-2,VueloFotogrametrico
-58.4626526959751,-34.5669148859032,76687,039-048-015A-5007-1,1,039-048-015A-5007-1-1,VueloFotogrametrico
-58.4626575888357,-34.5668593876782,76688,039-048-015A-5007-1,2,039-048-015A-5007-1-2,VueloFotogrametrico
-58.4641679341387,-34.5651086341052,76689,039-049-001-13071-1,1,039-049-001-13071-1-1,VueloFotogrametrico
-58.4642171177195,-34.5651021829573,76690,039-049-001-13071-1,2,039-049-001-13071-1-2,VueloFotogrametrico
-58.4651403044166,-34.5656674517835,76691,039-049-008-13071-1,1,039-049-008-13071-1-1,VueloFotogrametrico
-58.4651207359126,-34.5656383360382,76692,039-049-008-13071-1,2,039-049-008-13071-1-2,VueloFotogrametrico
-58.4643562558091,-34.5665193496629,76693,039-049-016-6057-1,1,039-049-016-6057-1-1,VueloFotogrametrico
-58.4644162135238,-34.5665067580395,76694,039-049-016-6057-1,2,039-049-016-6057-1-2,VueloFotogrametrico
-58.4634672071317,-34.5659998533916,76695,039-049-022-10017-1,1,039-049-022-10017-1-1,VueloFotogrametrico
-58.4634582092072,-34.5659342466657,76696,039-049-022-10017-1,2,039-049-022-10017-1-2,VueloFotogrametrico
-58.3676469134881,-34.6090335624143,72561,002-999-999-12043-2,1,002-999-999-12043-2-1,VueloFotogrametrico
-58.3675974908749,-34.6089716497342,72562,002-999-999-12043-2,2,002-999-999-12043-2-2,VueloFotogrametrico
-58.3676038410428,-34.6089142824757,72563,002-999-999-12043-2,3,002-999-999-12043-2-3,VueloFotogrametrico
-58.3685087523396,-34.6111022632869,72564,002-077A-000-13126-1,1,002-077A-000-13126-1-1,VueloFotogrametrico
-58.4726919227735,-34.5770981289276,46634,049-062-017-1009-1,1,049-062-017-1009-1-1,VueloFotogrametrico
-58.4727555646454,-34.5770857227345,46635,049-062-017-1009-1,2,049-062-017-1009-1-2,VueloFotogrametrico
-58.4719231877876,-34.5766445473257,46636,049-062-025-4082-1,1,049-062-025-4082-1-1,VueloFotogrametrico
-58.4719314467806,-34.5765910188308,46637,049-062-025-4082-1,2,049-062-025-4082-1-2,VueloFotogrametrico
-58.4698176091499,-34.5774582657574,46638,049-063-001-8018-1,1,049-063-001-8018-1-1,VueloFotogrametrico
-58.4698911483429,-34.5774407565551,46639,049-063-001-8018-1,2,049-063-001-8018-1-2,VueloFotogrametrico
-58.4706675607947,-34.577932699561,46640,049-063-008B-3065-1,1,049-063-008B-3065-1-1,VueloFotogrametrico
-58.470652193548,-34.5778707712131,46641,049-063-008B-3065-1,2,049-063-008B-3065-1-2,VueloFotogrametrico
-58.4703454758264,-34.5783060732605,46642,049-063-012-1059-1,1,049-063-012-1059-1-1,VueloFotogrametrico
-58.4703951081975,-34.5782623877815,46643,049-063-012-1059-1,2,049-063-012-1059-1-2,VueloFotogrametrico
-58.4695760738609,-34.5784810476126,46644,049-063-017C-1059-1,1,049-063-017C-1059-1-1,VueloFotogrametrico
-58.4695065067793,-34.5784684839574,46645,049-063-017C-1059-1,2,049-063-017C-1059-1-2,VueloFotogrametrico
-58.4691678265447,-34.5782202527532,46646,049-063-018A-4045-1,1,049-063-018A-4045-1-1,VueloFotogrametrico
-58.4708787847665,-34.5762167227789,46647,049-064-001-4049-1,1,049-064-001-4049-1-1,VueloFotogrametrico
-58.4709388789775,-34.5762076620779,46648,049-064-001-4049-1,2,049-064-001-4049-1-2,VueloFotogrametrico
-58.4717153727089,-34.5767062683989,46649,049-064-007D-4049-1,1,049-064-007D-4049-1-1,VueloFotogrametrico
-58.3834523365024,-34.6098011729233,72974,012-047-008-20017-1,1,012-047-008-20017-1-1,VueloFotogrametrico
-58.3834716413932,-34.6097939839258,72975,012-047-008-20017-1,2,012-047-008-20017-1-2,VueloFotogrametrico
-58.3847748233971,-34.6099089584201,72976,012-047-016-26005-1,1,012-047-016-26005-1-1,VueloFotogrametrico
-58.3847455880279,-34.609885789681,72977,012-047-016-26005-1,2,012-047-016-26005-1-2,VueloFotogrametrico
-58.3847789914953,-34.6109404872051,72978,012-047-021-1046-1,1,012-047-021-1046-1-1,VueloFotogrametrico
-58.3834715391638,-34.6092940341269,72979,012-048-001-4064-1,1,012-048-001-4064-1-1,VueloFotogrametrico
-58.383515147389,-34.609274345126,72980,012-048-001-4064-1,2,012-048-001-4064-1-2,VueloFotogrametrico
-58.3847509257533,-34.6098147485546,72981,012-048-004A-4064-1,1,012-048-004A-4064-1-1,VueloFotogrametrico
-58.3847818310036,-34.6097863220975,72982,012-048-004A-4064-1,2,012-048-004A-4064-1-2,VueloFotogrametrico
-58.3848017158378,-34.6093832828762,72983,012-048-004A-4064-1,3,012-048-004A-4064-1-3,VueloFotogrametrico
-58.3847652529269,-34.609355848059,72984,012-048-004A-4064-1,4,012-048-004A-4064-1-4,VueloFotogrametrico
-58.3834691647372,-34.6097336442474,72985,012-048-006-20017-1,1,012-048-006-20017-1-1,VueloFotogrametrico
-58.3834545006971,-34.6096969097728,72986,012-048-006-20017-1,2,012-048-006-20017-1-2,VueloFotogrametrico
-58.3835029179803,-34.6091079800145,72987,012-049-001-4064-1,1,012-049-001-4064-1-1,VueloFotogrametrico
-58.3834785846209,-34.6090706865694,72988,012-049-001-4064-1,2,012-049-001-4064-1-2,VueloFotogrametrico
-58.3835187696058,-34.6086098071692,72989,012-049-001-4064-1,3,012-049-001-4064-1-3,VueloFotogrametrico
-58.3848153243496,-34.6087169346477,72990,012-049-009-19046-1,1,012-049-009-19046-1-1,VueloFotogrametrico
-58.3847860359873,-34.6092025016282,72991,012-049-010-4064-1,1,012-049-010-4064-1-1,VueloFotogrametrico
-58.3848114899716,-34.609164417504,72992,012-049-010-4064-1,2,012-049-010-4064-1-2,VueloFotogrametrico
-58.3816259351059,-34.6165765221025,72993,012-050-001A-3230-1,1,012-050-001A-3230-1-1,VueloFotogrametrico
-58.3816940168969,-34.6165329412332,72994,012-050-001A-3230-1,2,012-050-001A-3230-1-2,VueloFotogrametrico
-58.3815798567873,-34.617479989443,72995,012-050-003E-12112-1,1,012-050-003E-12112-1-1,VueloFotogrametrico
-58.3829750272722,-34.6176269248237,72996,012-050-003E-9010-1,1,012-050-003E-9010-1-1,VueloFotogrametrico
-58.3819246684516,-34.6176122470597,72997,012-050-003E-9010-1,2,012-050-003E-9010-1-2,VueloFotogrametrico
-58.381658240389,-34.6134273068435,73114,012-062C-0000-23033-1,4,012-062C-0000-23033-1-4,VueloFotogrametrico
-58.3816600581407,-34.6134025737172,73115,012-062C-0000-23033-1,5,012-062C-0000-23033-1-5,VueloFotogrametrico
-58.3816639490723,-34.6133496083541,73116,012-062C-0000-23033-1,6,012-062C-0000-23033-1-6,VueloFotogrametrico
-58.3816459373856,-34.6132512633292,73117,012-062C-0000-23033-1,7,012-062C-0000-23033-1-7,VueloFotogrametrico
-58.3814644851205,-34.6132137404666,73118,012-062C-0000-23033-1,8,012-062C-0000-23033-1-8,VueloFotogrametrico
-58.3816831325363,-34.6130026539585,73119,012-063-0000-2051-1,1,012-063-0000-2051-1-1,VueloFotogrametrico
-58.3814549249929,-34.6129767343196,73120,012-063-0000-2051-1,2,012-063-0000-2051-1-2,VueloFotogrametrico
-58.3813016952665,-34.6124104703502,73121,012-064-0000-12112-1,1,012-064-0000-12112-1-1,VueloFotogrametrico
-58.3817445587926,-34.6124159728295,73122,012-064-0000-12112-1,2,012-064-0000-12112-1-2,VueloFotogrametrico
-58.3813337832761,-34.6119766321768,73123,012-064-0000-12112-1,3,012-064-0000-12112-1-3,VueloFotogrametrico
-58.3817532634309,-34.6119780612919,73124,012-064-0000-12112-1,4,012-064-0000-12112-1-4,VueloFotogrametrico
-58.380571806314,-34.6129107873633,73125,012-065-0000-9019-1,1,012-065-0000-9019-1-1,VueloFotogrametrico
-58.380794183305,-34.612910148892,73126,012-065-0000-9019-1,2,012-065-0000-9019-1-2,VueloFotogrametrico
-58.3808243673841,-34.6119343482068,73127,012-065-0000-9019-1,3,012-065-0000-9019-1-3,VueloFotogrametrico
-58.3743518164753,-34.6331904339538,47490,008-015-011A-9023-1,2,008-015-011A-9023-1-2,VueloFotogrametrico
-58.3719714750955,-34.6359207567745,47491,008-016-001A-4057-1,1,008-016-001A-4057-1-1,VueloFotogrametrico
-58.3720065384596,-34.6359094042804,47492,008-016-001A-4057-1,2,008-016-001A-4057-1-2,VueloFotogrametrico
-58.3730484837654,-34.6405394542364,47763,010-011-001-9023-1,1,010-011-001-9023-1-1,VueloFotogrametrico
-58.3730926682581,-34.6405203818017,47764,010-011-001-9023-1,2,010-011-001-9023-1-2,VueloFotogrametrico
-58.3741110205294,-34.6406514521971,47765,010-011-005B-13115-1,1,010-011-005B-13115-1-1,VueloFotogrametrico
-58.3740813668958,-34.6406155326312,47766,010-011-005B-13115-1,2,010-011-005B-13115-1-2,VueloFotogrametrico
-58.3739132619995,-34.6415272352597,47767,010-011-013A-13010-1,1,010-011-013A-13010-1-1,VueloFotogrametrico
-58.3728953511338,-34.6414372352192,47768,010-011-020-13010-1,1,010-011-020-13010-1-1,VueloFotogrametrico
-58.3728732035569,-34.641391790479,47769,010-011-020-13010-1,2,010-011-020-13010-1-2,VueloFotogrametrico
-58.3732411886425,-34.6395817060256,47770,010-012-001-16012-1,1,010-012-001-16012-1-1,VueloFotogrametrico
-58.3732743455705,-34.6395707712003,47771,010-012-001-16012-1,2,010-012-001-16012-1-2,VueloFotogrametrico
-58.3742714038608,-34.6396960985879,47772,010-012-005D-13115-1,1,010-012-005D-13115-1-1,VueloFotogrametrico
-58.3730816567145,-34.6404166260009,47773,010-012-009C-9023-1,1,010-012-009C-9023-1-1,VueloFotogrametrico
-58.3730641323292,-34.6403728959779,47774,010-012-009C-9023-1,2,010-012-009C-9023-1-2,VueloFotogrametrico
-58.3742087264542,-34.6401871577067,47775,010-012-010-13115-1,1,010-012-010-13115-1-1,VueloFotogrametrico
-58.3741206374542,-34.6405106475152,47776,010-012-012D-13115-1,1,010-012-012D-13115-1-1,VueloFotogrametrico
-58.3734221871427,-34.6386125870706,47777,010-013A-002-20118-1,1,010-013A-002-20118-1-1,VueloFotogrametrico
-58.3734758974705,-34.6385936091063,47778,010-013A-002-20118-1,2,010-013A-002-20118-1-2,VueloFotogrametrico
-58.3744347544507,-34.638765286184,47779,010-013A-008A-13115-1,1,010-013A-008A-13115-1-1,VueloFotogrametrico
-58.3743985286432,-34.6387279802875,47780,010-013A-008A-13115-1,2,010-013A-008A-13115-1-2,VueloFotogrametrico
-58.3742755400565,-34.6396175543161,47781,010-013A-014-13115-1,1,010-013A-014-13115-1-1,VueloFotogrametrico
-58.3715940985424,-34.630277194343,47680,008-052-016A-2092-1,1,008-052-016A-2092-1-1,VueloFotogrametrico
-58.3709574555777,-34.6296579960229,47681,008-052-022A-7032-1,1,008-052-022A-7032-1-1,VueloFotogrametrico
-58.4572146084063,-34.6347949759449,15627,048-113A-002-12018-1,2,048-113A-002-12018-1-2,VueloFotogrametrico
-58.4565138335145,-34.6356693758953,15628,048-113A-013-5075-1,1,048-113A-013-5075-1-1,VueloFotogrametrico
-58.4563823116548,-34.6355941235714,15629,048-113A-014-6063-1,1,048-113A-014-6063-1-1,VueloFotogrametrico
-58.4563712046526,-34.6355434224736,15630,048-113A-014-6063-1,2,048-113A-014-6063-1-2,VueloFotogrametrico
-58.4573062830425,-34.6348941914151,15631,048-113B-001-12018-1,1,048-113B-001-12018-1-1,VueloFotogrametrico
-58.4572739606082,-34.6348932407905,15632,048-113B-001-12018-1,2,048-113B-001-12018-1-2,VueloFotogrametrico
-58.4574133606147,-34.6350229784323,15633,048-113B-002-12018-1,1,048-113B-002-12018-1-1,VueloFotogrametrico
-58.457403700218,-34.6349927052305,15634,048-113B-002-12018-1,2,048-113B-002-12018-1-2,VueloFotogrametrico
-58.456713756257,-34.6358603923892,15635,048-113B-012-6063-1,1,048-113B-012-6063-1-1,VueloFotogrametrico
-58.4565650412118,-34.6357265891688,15636,048-113B-013-6063-1,1,048-113B-013-6063-1-1,VueloFotogrametrico
-58.4574867568002,-34.6350951275035,15637,048-113C-001-12018-1,1,048-113C-001-12018-1-1,VueloFotogrametrico
-58.457605173443,-34.635231110632,15638,048-113C-002-12018-1,1,048-113C-002-12018-1-1,VueloFotogrametrico
-58.4575949527571,-34.6351995252451,15639,048-113C-002-12018-1,2,048-113C-002-12018-1-2,VueloFotogrametrico
-58.4569152548951,-34.6360518620405,15640,048-113C-012-6063-1,1,048-113C-012-6063-1-1,VueloFotogrametrico
-58.4567645110048,-34.6359035725922,15641,048-113C-013-6063-1,1,048-113C-013-6063-1-1,VueloFotogrametrico
-58.4577972691421,-34.6354218938815,15642,048-113D-001-12018-1,1,048-113D-001-12018-1-1,VueloFotogrametrico
-58.457692595821,-34.6353016604959,15643,048-113D-001-12018-1,2,048-113D-001-12018-1-2,VueloFotogrametrico
-58.4576681473743,-34.6352969492084,15644,048-113D-001-12018-1,3,048-113D-001-12018-1-3,VueloFotogrametrico
-58.4572741196765,-34.6364216640772,15645,048-113D-012-13067-1,1,048-113D-012-13067-1-1,VueloFotogrametrico
-58.4573430508537,-34.6364020996258,15646,048-113D-012-13067-1,2,048-113D-012-13067-1-2,VueloFotogrametrico
-58.4569677599614,-34.6360957556238,15647,048-113D-015-6063-1,1,048-113D-015-6063-1-1,VueloFotogrametrico
-58.4578972811269,-34.6355498943993,15648,048-113E-001-12018-1,1,048-113E-001-12018-1-1,VueloFotogrametrico
-58.4580996344332,-34.6357451413605,15649,048-113E-002-12018-1,1,048-113E-002-12018-1-1,VueloFotogrametrico
-58.4581729394853,-34.6358180378731,15650,048-113F-001-12018-1,1,048-113F-001-12018-1-1,VueloFotogrametrico
-58.4582878007732,-34.635961403184,15651,048-113F-002-3191-1,1,048-113F-002-3191-1-1,VueloFotogrametrico
-58.4575728238883,-34.6366583144796,15652,048-113F-011-6063-1,1,048-113F-011-6063-1-1,VueloFotogrametrico
-58.4574253186884,-34.6365232747544,15653,048-113F-012-2076-1,1,048-113F-012-2076-1-1,VueloFotogrametrico
-58.4583492125996,-34.6360176063728,15654,048-113G-001-12018-1,1,048-113G-001-12018-1-1,VueloFotogrametrico
-58.4584728317574,-34.6361557482217,15655,048-113G-002-12018-1,1,048-113G-002-12018-1-1,VueloFotogrametrico
-58.4584692653579,-34.6361283155936,15656,048-113G-002-12018-1,2,048-113G-002-12018-1-2,VueloFotogrametrico
-58.4577753293032,-34.6368447372626,15657,048-113G-011-6063-1,1,048-113G-011-6063-1-1,VueloFotogrametrico
-58.4576227792888,-34.6367022521468,15658,048-113G-012-6063-1,1,048-113G-012-6063-1-1,VueloFotogrametrico
-58.4585617106066,-34.6362209313968,15659,048-113H-001-12018-1,1,048-113H-001-12018-1-1,VueloFotogrametrico
-58.4585332471539,-34.6362141902227,15660,048-113H-001-12018-1,2,048-113H-001-12018-1-2,VueloFotogrametrico
-58.458685034108,-34.6363773264567,15661,048-113H-002-12018-1,1,048-113H-002-12018-1-1,VueloFotogrametrico
-58.4586789530539,-34.636348828233,15662,048-113H-002-12018-1,2,048-113H-002-12018-1-2,VueloFotogrametrico
-58.45793885097,-34.6370469130173,15663,048-113H-011-6063-1,1,048-113H-011-6063-1-1,VueloFotogrametrico
-58.4580148388017,-34.6370375574661,15664,048-113H-011-6063-1,2,048-113H-011-6063-1-2,VueloFotogrametrico
-58.4578202630585,-34.6369311500752,15665,048-113H-012-6063-1,1,048-113H-012-6063-1-1,VueloFotogrametrico
-58.4578223030441,-34.6368911148688,15666,048-113H-012-6063-1,2,048-113H-012-6063-1-2,VueloFotogrametrico
-58.4560543219649,-34.5719053328144,41319,037-102-017-16011-1,2,037-102-017-16011-1-2,VueloFotogrametrico
-58.455493095012,-34.5711480313445,41320,037-102-025A-3155-1,1,037-102-025A-3155-1-1,VueloFotogrametrico
-58.4555093764482,-34.5711154470291,41321,037-102-025A-3155-1,2,037-102-025A-3155-1-2,VueloFotogrametrico
-58.4576450771022,-34.5698528872341,41322,037-103-001A-5017-1,1,037-103-001A-5017-1-1,VueloFotogrametrico
-58.4580338725342,-34.5708682677188,41323,037-103-011A-5017-1,1,037-103-011A-5017-1-1,VueloFotogrametrico
-58.4580524869394,-34.5708275978511,41324,037-103-011A-5017-1,2,037-103-011A-5017-1-2,VueloFotogrametrico
-58.4571760207761,-34.5713426098759,41325,037-103-020B-27008-1,1,037-103-020B-27008-1-1,VueloFotogrametrico
-58.45710632911,-34.5713268974347,41326,037-103-020B-27008-1,2,037-103-020B-27008-1-2,VueloFotogrametrico
-58.4564604755806,-34.5704838324001,41327,037-103-030-1142-1,1,037-103-030-1142-1-1,VueloFotogrametrico
-58.4563317228254,-34.5702925749432,41328,037-103-032-1142-1,1,037-103-032-1142-1-1,VueloFotogrametrico
-58.4563647094645,-34.5702423284313,41329,037-103-032-1142-1,2,037-103-032-1142-1-2,VueloFotogrametrico
-58.4562727023654,-34.5701706761558,41330,037-103Z-FMS1-3189-1,1,037-103Z-FMS1-3189-1-1,VueloFotogrametrico
-58.4576101313795,-34.5697423039618,41331,037-103Z-FMS1-3189-1,2,037-103Z-FMS1-3189-1-2,VueloFotogrametrico
-58.4585220263182,-34.5706373008795,41332,037-104-002-4045-1,1,037-104-002-4045-1-1,VueloFotogrametrico
-58.4585292041749,-34.5705928270799,41333,037-104-002-4045-1,2,037-104-002-4045-1-2,VueloFotogrametrico
-58.4582557048547,-34.5707564491069,41334,037-104-003-5017-1,1,037-104-003-5017-1-1,VueloFotogrametrico
-58.4582004962206,-34.5707306775433,41335,037-104-003-5017-1,2,037-104-003-5017-1-2,VueloFotogrametrico
-58.4472194090906,-34.5736267945849,41336,037-107-001-12012-1,1,037-107-001-12012-1-1,VueloFotogrametrico
-58.5040970844105,-34.5762444878966,64065,075-089-015A-12067-1,1,075-089-015A-12067-1-1,VueloFotogrametrico
-58.5041599417325,-34.5762288811158,64066,075-089-015A-12067-1,2,075-089-015A-12067-1-2,VueloFotogrametrico
-58.5031063096745,-34.575599766819,64067,075-089-022B-12067-1,1,075-089-022B-12067-1-1,VueloFotogrametrico
-58.5042269533126,-34.574362757529,64068,075-090-001E-1029-1,1,075-090-001E-1029-1-1,VueloFotogrametrico
-58.5042905532085,-34.5743606067959,64069,075-090-001E-1029-1,2,075-090-001E-1029-1-2,VueloFotogrametrico
-58.505277528989,-34.5749891162137,64070,075-090-009F-1029-1,1,075-090-009F-1029-1-1,VueloFotogrametrico
-58.5052607647272,-34.5749342358113,64071,075-090-009F-1029-1,2,075-090-009F-1029-1-2,VueloFotogrametrico
-58.504745835802,-34.575520605896,64072,075-090-010E-1125-1,1,075-090-010E-1125-1-1,VueloFotogrametrico
-58.504803596398,-34.5755077719281,64073,075-090-010E-1125-1,2,075-090-010E-1125-1-2,VueloFotogrametrico
-58.5037606741242,-34.5749096904936,64074,075-090-018H-27004-1,1,075-090-018H-27004-1-1,VueloFotogrametrico
-58.5037594708731,-34.574870786688,64075,075-090-018H-27004-1,2,075-090-018H-27004-1-2,VueloFotogrametrico
-58.4987372517078,-34.5801858348129,64076,075-096-005A-12014-1,1,075-096-005A-12014-1-1,VueloFotogrametrico
-58.4980123065996,-34.5809647262842,64077,075-096-013A-27004-1,1,075-096-013A-27004-1-1,VueloFotogrametrico
-58.4981357385736,-34.5809459402524,64078,075-096-013A-27004-1,2,075-096-013A-27004-1-2,VueloFotogrametrico
-58.4970571606404,-34.5803563708025,64079,075-096-022-7082-1,1,075-096-022-7082-1-1,VueloFotogrametrico
-58.4970542604296,-34.5803147475087,64080,075-096-022-7082-1,2,075-096-022-7082-1-2,VueloFotogrametrico
-58.4429661917158,-34.6417573647959,53024,044-104-001F-27005-1,2,044-104-001F-27005-1-2,VueloFotogrametrico
-58.4423879383675,-34.6425983127741,53025,044-104-010-13091-1,1,044-104-010-13091-1-1,VueloFotogrametrico
-58.4422315329037,-34.6425287932535,53026,044-104-010-13091-1,2,044-104-010-13091-1-2,VueloFotogrametrico
-58.4429890140785,-34.6405907901258,53027,044-105-001-20073-1,1,044-105-001-20073-1-1,VueloFotogrametrico
-58.4396450130325,-34.6421879572781,53144,044-121-001-27016-1,1,044-121-001-27016-1-1,VueloFotogrametrico
-58.4396846461537,-34.6421710798716,53145,044-121-001-27016-1,2,044-121-001-27016-1-2,VueloFotogrametrico
-58.4407797636836,-34.6424021573809,53146,044-121-010B-27016-1,1,044-121-010B-27016-1-1,VueloFotogrametrico
-58.4407547431498,-34.6423777361776,53147,044-121-010B-27016-1,2,044-121-010B-27016-1-2,VueloFotogrametrico
-58.4404235266093,-34.6432937332857,53148,044-121-017A-17128-1,1,044-121-017A-17128-1-1,VueloFotogrametrico
-58.4404970821833,-34.6432625448838,53149,044-121-017A-17128-1,2,044-121-017A-17128-1-2,VueloFotogrametrico
-58.4393546332349,-34.6430625437805,53150,044-121-026D-8022-1,1,044-121-026D-8022-1-1,VueloFotogrametrico
-58.4393335300588,-34.6430255639073,53151,044-121-026D-8022-1,2,044-121-026D-8022-1-2,VueloFotogrametrico
-58.4400754313069,-34.6410391439179,53152,044-122-001A-27005-1,1,044-122-001A-27005-1-1,VueloFotogrametrico
-58.4401105544586,-34.6410280266657,53153,044-122-001A-27005-1,2,044-122-001A-27005-1-2,VueloFotogrametrico
-58.4411917073707,-34.6413303988566,53154,044-122-009B-27005-1,1,044-122-009B-27005-1-1,VueloFotogrametrico
-58.441160263293,-34.6412917818777,53155,044-122-009B-27005-1,2,044-122-009B-27005-1-2,VueloFotogrametrico
-58.4408039097516,-34.6422965559513,53156,044-122-020A-27016-1,1,044-122-020A-27016-1-1,VueloFotogrametrico
-58.4408729755002,-34.6422519712885,53157,044-122-020A-27016-1,2,044-122-020A-27016-1-2,VueloFotogrametrico
-58.4397160470757,-34.6420690749353,53158,044-122-030-8022-1,1,044-122-030-8022-1-1,VueloFotogrametrico
-58.4396959092766,-34.6420174178038,53159,044-122-030-8022-1,2,044-122-030-8022-1-2,VueloFotogrametrico
-58.4414713676593,-34.6403746734371,53160,044-123A-000-17128-1,1,044-123A-000-17128-1-1,VueloFotogrametrico
-58.4415375371156,-34.6403732758379,53161,044-123A-000-17128-1,2,044-123A-000-17128-1-2,VueloFotogrametrico
-58.4052478284536,-34.5933651855058,78848,015-117-001-20057-1,2,015-117-001-20057-1-2,VueloFotogrametrico
-58.4061702938766,-34.5926939988304,78849,015-117-009A-20057-1,1,015-117-009A-20057-1-1,VueloFotogrametrico
-58.4061057246869,-34.5926836626026,78850,015-117-009A-20057-1,2,015-117-009A-20057-1-2,VueloFotogrametrico
-58.4071536151231,-34.5935559283918,78851,015-117-019C-12056-1,1,015-117-019C-12056-1-1,VueloFotogrametrico
-58.4071493221893,-34.5935237736707,78852,015-117-019C-12056-1,2,015-117-019C-12056-1-2,VueloFotogrametrico
-58.4060808507604,-34.5941373893463,78853,015-117-029-1078-1,1,015-117-029-1078-1-1,VueloFotogrametrico
-58.4061393261973,-34.5941362010453,78854,015-117-029-1078-1,2,015-117-029-1078-1-2,VueloFotogrametrico
-58.4042818945134,-34.5925092574496,78855,015-118-001-1078-1,1,015-118-001-1078-1-1,VueloFotogrametrico
-58.4051209699847,-34.591853916476,78856,015-118-011A-1104-1,1,015-118-011A-1104-1-1,VueloFotogrametrico
-58.4050891716885,-34.5918509248265,78857,015-118-011A-1104-1,2,015-118-011A-1104-1-2,VueloFotogrametrico
-58.405959216389,-34.5925694378336,78858,015-118-020-20057-1,1,015-118-020-20057-1-1,VueloFotogrametrico
-58.4059574308659,-34.5925184503271,78859,015-118-020-20057-1,2,015-118-020-20057-1-2,VueloFotogrametrico
